group_id,m,n,s,seed,method,UB,Time
1,100,30000,5,23,IHT,1.5638547520199395,35.644577980041504
1,100,30000,5,23,Adaptive_IHT,0.594790440310413,2.050462007522583
1,100,30000,5,23,Partial_Sparse_Simplex,0.4483003264318395,3.0945611000061035
1,100,30000,5,24,IHT,4.015198035841436,34.99396204948425
1,100,30000,5,24,Adaptive_IHT,1.9787091291517664,1.2390758991241455
1,100,30000,5,24,Partial_Sparse_Simplex,1.0656580535904303,1.7451179027557373
1,100,30000,5,25,IHT,4.27755499317932,38.41845512390137
1,100,30000,5,25,Adaptive_IHT,0.22933279748964955,1.1439239978790283
1,100,30000,5,25,Partial_Sparse_Simplex,0.7838830674291685,1.3247160911560059
1,100,30000,5,26,IHT,3.0068772907972097,38.057535886764526
1,100,30000,5,26,Adaptive_IHT,0.9655648500600771,1.431006908416748
1,100,30000,5,26,Partial_Sparse_Simplex,0.8398290902410405,2.9297149181365967
1,100,30000,5,27,IHT,4.757211119680375,36.23520088195801
1,100,30000,5,27,Adaptive_IHT,1.5095307632038737,1.0192089080810547
1,100,30000,5,27,Partial_Sparse_Simplex,2.2650389352756966,1.2960870265960693
2,100,30000,10,23,IHT,4.957626667000878,35.527931928634644
2,100,30000,10,23,Adaptive_IHT,0.9182259023049619,1.3167541027069092
2,100,30000,10,23,Partial_Sparse_Simplex,0.9761856424717331,9.12128496170044
2,100,30000,10,24,IHT,5.204014980213784,36.58559703826904
2,100,30000,10,24,Adaptive_IHT,1.1254320538206561,1.42728590965271
2,100,30000,10,24,Partial_Sparse_Simplex,1.0798943269682004,5.897897005081177
2,100,30000,10,25,IHT,10.022940387669495,39.14914584159851
2,100,30000,10,25,Adaptive_IHT,0.6662545664874097,2.4994640350341797
2,100,30000,10,25,Partial_Sparse_Simplex,0.6757319245920262,4.994035959243774
2,100,30000,10,26,IHT,4.198691371185499,34.955403089523315
2,100,30000,10,26,Adaptive_IHT,0.7859597261816323,1.1231050491333008
2,100,30000,10,26,Partial_Sparse_Simplex,0.9525094427972199,7.750921010971069
2,100,30000,10,27,IHT,4.647236563287599,35.840996980667114
2,100,30000,10,27,Adaptive_IHT,1.0733154068609096,1.2135300636291504
2,100,30000,10,27,Partial_Sparse_Simplex,1.0776514175908523,4.7132768630981445
3,100,30000,20,23,IHT,8.149223879349277,36.29407095909119
3,100,30000,20,23,Adaptive_IHT,1.428117585710356,2.2344930171966553
3,100,30000,20,23,Partial_Sparse_Simplex,1.40122578584158,32.10612392425537
3,100,30000,20,24,IHT,8.149337049941453,36.42152404785156
3,100,30000,20,24,Adaptive_IHT,0.9696085219915206,1.4342198371887207
3,100,30000,20,24,Partial_Sparse_Simplex,1.0697033967261353,15.482073068618774
3,100,30000,20,25,IHT,5.307557239399474,35.50880217552185
3,100,30000,20,25,Adaptive_IHT,0.758489187619988,1.900521993637085
3,100,30000,20,25,Partial_Sparse_Simplex,1.642311408686568,18.449639081954956
3,100,30000,20,26,IHT,3.500113612776877,35.93959903717041
3,100,30000,20,26,Adaptive_IHT,0.3321795926361472,1.5049469470977783
3,100,30000,20,26,Partial_Sparse_Simplex,0.5639649098756164,23.310917854309082
3,100,30000,20,27,IHT,4.00325973924504,39.09689497947693
3,100,30000,20,27,Adaptive_IHT,0.680881681583813,2.2988789081573486
3,100,30000,20,27,Partial_Sparse_Simplex,0.9950995193751003,22.58026099205017
4,100,50000,5,23,IHT,2.9127850924692065,62.92743515968323
4,100,50000,5,23,Adaptive_IHT,2.633210585832399e-10,3.1299030780792236
4,100,50000,5,23,Partial_Sparse_Simplex,0.1506967639954961,4.932147026062012
4,100,50000,5,24,IHT,9.742159897572392,61.20802712440491
4,100,50000,5,24,Adaptive_IHT,3.1723010871326607,2.782210111618042
4,100,50000,5,24,Partial_Sparse_Simplex,2.6301255760631337,5.302371025085449
4,100,50000,5,25,IHT,3.342887607071358,62.615772008895874
4,100,50000,5,25,Adaptive_IHT,0.6140524778531881,2.2884960174560547
4,100,50000,5,25,Partial_Sparse_Simplex,0.5257974793616765,2.723417043685913
4,100,50000,5,26,IHT,2.5969882310269803,61.10801696777344
4,100,50000,5,26,Adaptive_IHT,0.051436548527984925,2.512377977371216
4,100,50000,5,26,Partial_Sparse_Simplex,0.24138537566740054,4.119019031524658
4,100,50000,5,27,IHT,3.955764897014008,66.84993696212769
4,100,50000,5,27,Adaptive_IHT,1.2275066565977035,2.3555049896240234
4,100,50000,5,27,Partial_Sparse_Simplex,0.927954520501749,4.496957063674927
5,100,50000,10,23,IHT,5.445716599470138,64.22919583320618
5,100,50000,10,23,Adaptive_IHT,0.38757078552502416,3.1839311122894287
5,100,50000,10,23,Partial_Sparse_Simplex,1.0277538917803906,15.359655141830444
5,100,50000,10,24,IHT,5.032710343195387,65.70297408103943
5,100,50000,10,24,Adaptive_IHT,0.6729056504781322,3.0760650634765625
5,100,50000,10,24,Partial_Sparse_Simplex,0.7661398080877087,11.579020023345947
5,100,50000,10,25,IHT,8.08277115214907,65.43350911140442
5,100,50000,10,25,Adaptive_IHT,0.8711975295897767,4.090512990951538
5,100,50000,10,25,Partial_Sparse_Simplex,1.6781532236461298,13.457608938217163
5,100,50000,10,26,IHT,9.104223170553302,64.83016586303711
5,100,50000,10,26,Adaptive_IHT,1.1382355129690624,2.439971923828125
5,100,50000,10,26,Partial_Sparse_Simplex,1.1479135757203425,9.587514162063599
5,100,50000,10,27,IHT,11.741189650980578,68.11580801010132
5,100,50000,10,27,Adaptive_IHT,2.9286596583533893,2.5410609245300293
5,100,50000,10,27,Partial_Sparse_Simplex,1.70206463469387,6.937380075454712
6,100,50000,20,23,IHT,21.235038260449212,65.4062569141388
6,100,50000,20,23,Adaptive_IHT,0.8363656276380118,3.806084156036377
6,100,50000,20,23,Partial_Sparse_Simplex,0.7250260659360052,40.938050985336304
6,100,50000,20,24,IHT,8.520866094632206,62.62009596824646
6,100,50000,20,24,Adaptive_IHT,0.38783593043816483,3.6695079803466797
6,100,50000,20,24,Partial_Sparse_Simplex,0.6779861501420468,59.34003806114197
6,100,50000,20,25,IHT,7.183586275947616,61.123291969299316
6,100,50000,20,25,Adaptive_IHT,0.8357512292549973,6.400977849960327
6,100,50000,20,25,Partial_Sparse_Simplex,0.9813908600439762,111.56547689437866
6,100,50000,20,26,IHT,11.056610365921197,60.91922879219055
6,100,50000,20,26,Adaptive_IHT,0.40334084125537595,3.133019208908081
6,100,50000,20,26,Partial_Sparse_Simplex,1.2647667801929927,67.90543103218079
6,100,50000,20,27,IHT,7.593438429508108,61.630516052246094
6,100,50000,20,27,Adaptive_IHT,1.6134113469608433,4.158493995666504
6,100,50000,20,27,Partial_Sparse_Simplex,0.9905342883264259,45.22628593444824
7,200,30000,5,23,IHT,0.5219293347398636,57.06141495704651
7,200,30000,5,23,Adaptive_IHT,2.4794507034928737e-10,1.6458680629730225
7,200,30000,5,23,Partial_Sparse_Simplex,1.054444078235969e-10,5.823840141296387
7,200,30000,5,24,IHT,1.214379854419863,56.50301790237427
7,200,30000,5,24,Adaptive_IHT,3.0346573466879953e-10,1.887382984161377
7,200,30000,5,24,Partial_Sparse_Simplex,6.223979004395519e-11,6.341935873031616
7,200,30000,5,25,IHT,2.8769145712886703,56.282285928726196
7,200,30000,5,25,Adaptive_IHT,3.582515364580878e-10,1.5237469673156738
7,200,30000,5,25,Partial_Sparse_Simplex,1.3500446669568684,3.3760130405426025
7,200,30000,5,26,IHT,2.6324277832358196,56.97163009643555
7,200,30000,5,26,Adaptive_IHT,4.076475628015999e-10,1.4620628356933594
7,200,30000,5,26,Partial_Sparse_Simplex,1.612732691977971e-11,3.988022804260254
7,200,30000,5,27,IHT,2.394561781123735,57.60706686973572
7,200,30000,5,27,Adaptive_IHT,4.1354562876832673e-10,1.8844821453094482
7,200,30000,5,27,Partial_Sparse_Simplex,1.5369087406244316e-10,2.9712400436401367
8,200,30000,10,23,IHT,6.402449680541233,59.51659798622131
8,200,30000,10,23,Adaptive_IHT,0.880219192174839,2.7269489765167236
8,200,30000,10,23,Partial_Sparse_Simplex,1.6064755778961024,8.98390793800354
8,200,30000,10,24,IHT,1.7013505244215652,58.73480701446533
8,200,30000,10,24,Adaptive_IHT,0.2872105598314508,2.3864901065826416
8,200,30000,10,24,Partial_Sparse_Simplex,0.15306577974669372,23.421968936920166
8,200,30000,10,25,IHT,2.9027373840470636,56.93218994140625
8,200,30000,10,25,Adaptive_IHT,1.434975035752568,1.7671270370483398
8,200,30000,10,25,Partial_Sparse_Simplex,1.0762010609252344,8.438813924789429
8,200,30000,10,26,IHT,1.868695324445294,56.64256405830383
8,200,30000,10,26,Adaptive_IHT,1.3038005463009936e-10,2.3504128456115723
8,200,30000,10,26,Partial_Sparse_Simplex,3.089662000511663e-10,18.04639506340027
8,200,30000,10,27,IHT,2.9823517978436347,59.87937593460083
8,200,30000,10,27,Adaptive_IHT,1.4277832579294656e-10,2.1720120906829834
8,200,30000,10,27,Partial_Sparse_Simplex,0.29412032191971144,16.74623703956604
9,200,30000,20,23,IHT,6.653136113053188,59.28984594345093
9,200,30000,20,23,Adaptive_IHT,2.088125624066511,3.2050139904022217
9,200,30000,20,23,Partial_Sparse_Simplex,2.1486695169197296,31.388852834701538
9,200,30000,20,24,IHT,5.461798775799823,61.871132135391235
9,200,30000,20,24,Adaptive_IHT,1.3093589443930205,2.713629961013794
9,200,30000,20,24,Partial_Sparse_Simplex,2.126921231713871,43.54138898849487
9,200,30000,20,25,IHT,4.389133373138574,59.31298589706421
9,200,30000,20,25,Adaptive_IHT,1.0016102516004564,3.010343074798584
9,200,30000,20,25,Partial_Sparse_Simplex,1.4941822534839166,41.116580963134766
9,200,30000,20,26,IHT,3.1816332489383177,58.27681493759155
9,200,30000,20,26,Adaptive_IHT,1.1459495840152754,1.9553959369659424
9,200,30000,20,26,Partial_Sparse_Simplex,1.5178703328215029,43.566128969192505
9,200,30000,20,27,IHT,3.7111389402279333,58.69405508041382
9,200,30000,20,27,Adaptive_IHT,0.7907047502561677,3.748370885848999
9,200,30000,20,27,Partial_Sparse_Simplex,1.3425635134496108,34.993728160858154
10,200,50000,5,23,IHT,5.657100713575256,96.48952984809875
10,200,50000,5,23,Adaptive_IHT,4.0263298830176286e-10,3.338120937347412
10,200,50000,5,23,Partial_Sparse_Simplex,2.7564639297003576e-11,10.455570936203003
10,200,50000,5,24,IHT,1.333139482378564,95.87968277931213
10,200,50000,5,24,Adaptive_IHT,6.015210797442553e-10,3.3625030517578125
10,200,50000,5,24,Partial_Sparse_Simplex,5.77841868569336e-11,13.265156030654907
10,200,50000,5,25,IHT,1.8573465591565816,94.71206998825073
10,200,50000,5,25,Adaptive_IHT,0.9348845067021405,2.8355870246887207
10,200,50000,5,25,Partial_Sparse_Simplex,7.927044905551591e-11,7.9045491218566895
10,200,50000,5,26,IHT,6.909208036078799,95.02762198448181
10,200,50000,5,26,Adaptive_IHT,6.003428529344328e-10,2.8741559982299805
10,200,50000,5,26,Partial_Sparse_Simplex,3.980643542818343e-11,8.441943168640137
10,200,50000,5,27,IHT,3.645520598363817,95.159677028656
10,200,50000,5,27,Adaptive_IHT,2.709903269308392e-10,3.615499973297119
10,200,50000,5,27,Partial_Sparse_Simplex,5.564426760255931e-11,9.504920959472656
11,200,50000,10,23,IHT,6.391569851256481,95.68928503990173
11,200,50000,10,23,Adaptive_IHT,1.4390459258630834,4.514763832092285
11,200,50000,10,23,Partial_Sparse_Simplex,1.1381832536744223,25.50336790084839
11,200,50000,10,24,IHT,5.312051811755791,97.03582096099854
11,200,50000,10,24,Adaptive_IHT,0.480943644223801,5.9291651248931885
11,200,50000,10,24,Partial_Sparse_Simplex,1.2151662783499386,26.181275844573975
11,200,50000,10,25,IHT,11.690661417870862,95.60626721382141
11,200,50000,10,25,Adaptive_IHT,1.2380043978808167e-10,5.3310770988464355
11,200,50000,10,25,Partial_Sparse_Simplex,3.154726863214308,24.67708992958069
11,200,50000,10,26,IHT,4.5229644042813515,96.27622509002686
11,200,50000,10,26,Adaptive_IHT,1.8269635629510812e-10,3.9843339920043945
11,200,50000,10,26,Partial_Sparse_Simplex,3.4013030110336953e-10,46.70998001098633
11,200,50000,10,27,IHT,2.5387828872313922,96.30704402923584
11,200,50000,10,27,Adaptive_IHT,1.2732748811713073e-10,4.924190044403076
11,200,50000,10,27,Partial_Sparse_Simplex,0.06947595773245001,54.83121085166931
12,200,50000,20,23,IHT,4.275079614763573,98.078293800354
12,200,50000,20,23,Adaptive_IHT,1.955852456879003,4.246649980545044
12,200,50000,20,23,Partial_Sparse_Simplex,2.48062441358679,84.78186392784119
12,200,50000,20,24,IHT,7.823098435398197,97.34666299819946
12,200,50000,20,24,Adaptive_IHT,1.6357567342336292,6.5716469287872314
12,200,50000,20,24,Partial_Sparse_Simplex,2.415296119875585,69.93104600906372
12,200,50000,20,25,IHT,11.985585965759473,97.5651650428772
12,200,50000,20,25,Adaptive_IHT,2.097302945352995,6.097278833389282
12,200,50000,20,25,Partial_Sparse_Simplex,2.8777486243853136,66.43972110748291
12,200,50000,20,26,IHT,6.454409960670589,95.20600390434265
12,200,50000,20,26,Adaptive_IHT,1.1412441013253134,5.296449899673462
12,200,50000,20,26,Partial_Sparse_Simplex,1.6809737552090571,47.29617714881897
12,200,50000,20,27,IHT,2.4639696475202726,97.73243308067322
12,200,50000,20,27,Adaptive_IHT,0.24750551066497264,5.462098836898804
12,200,50000,20,27,Partial_Sparse_Simplex,0.5866397039824834,87.07177710533142
